Vardenis            Pavardenis          Galutinis(Vid.)     
Vardenis8734        Pavardenis8734      5.6                 
Vardenis8735        Pavardenis8735      4.72                
Vardenis8736        Pavardenis8736      5.2                 
Vardenis8737        Pavardenis8737      3.64                
Vardenis8738        Pavardenis8738      6.56                
Vardenis8739        Pavardenis8739      5.4                 
Vardenis8740        Pavardenis8740      5                   
Vardenis8741        Pavardenis8741      6.16                
Vardenis8742        Pavardenis8742      6.08                
Vardenis8743        Pavardenis8743      4.52                
Vardenis8744        Pavardenis8744      5.48                
Vardenis8745        Pavardenis8745      7.6                 
Vardenis8746        Pavardenis8746      7.2                 
Vardenis8747        Pavardenis8747      1.72                
Vardenis8748        Pavardenis8748      3.2                 
Vardenis8749        Pavardenis8749      4.76                
Vardenis8750        Pavardenis8750      3.16                
Vardenis8751        Pavardenis8751      5.52                
Vardenis8752        Pavardenis8752      5.04                
Vardenis8753        Pavardenis8753      6.6                 
Vardenis8754        Pavardenis8754      7.48                
Vardenis8755        Pavardenis8755      6.48                
Vardenis8756        Pavardenis8756      6.68                
Vardenis8757        Pavardenis8757      5.2                 
Vardenis8758        Pavardenis8758      5.76                
Vardenis8759        Pavardenis8759      6.72                
Vardenis8760        Pavardenis8760      3.96                
Vardenis8761        Pavardenis8761      7.2                 
Vardenis8762        Pavardenis8762      6.12                
Vardenis8763        Pavardenis8763      3.36                
Vardenis8764        Pavardenis8764      6.88                
Vardenis8765        Pavardenis8765      6.12                
Vardenis8766        Pavardenis8766      5.32                
Vardenis8767        Pavardenis8767      3.12                
Vardenis8768        Pavardenis8768      7.4                 
Vardenis8769        Pavardenis8769      3.2                 
Vardenis8770        Pavardenis8770      6.68                
Vardenis8771        Pavardenis8771      6.16                
Vardenis8772        Pavardenis8772      4.2                 
Vardenis8773        Pavardenis8773      5.52                
Vardenis8774        Pavardenis8774      5.36                
Vardenis8775        Pavardenis8775      3.28                
Vardenis8776        Pavardenis8776      3.52                
Vardenis8777        Pavardenis8777      7.2                 
Vardenis8778        Pavardenis8778      2.92                
Vardenis8779        Pavardenis8779      8                   
Vardenis8780        Pavardenis8780      4.36                
Vardenis8781        Pavardenis8781      7.36                
Vardenis8782        Pavardenis8782      4.28                
Vardenis8783        Pavardenis8783      3.48                
Vardenis8784        Pavardenis8784      6.32                
Vardenis8785        Pavardenis8785      3.44                
Vardenis8786        Pavardenis8786      8                   
Vardenis8787        Pavardenis8787      3.6                 
Vardenis8788        Pavardenis8788      5.24                
Vardenis8789        Pavardenis8789      8.56                
Vardenis8790        Pavardenis8790      4.24                
Vardenis8791        Pavardenis8791      5.84                
Vardenis8792        Pavardenis8792      6.4                 
Vardenis8793        Pavardenis8793      3.88                
Vardenis8794        Pavardenis8794      7.84                
Vardenis8795        Pavardenis8795      6.2                 
Vardenis8796        Pavardenis8796      4.6                 
Vardenis8797        Pavardenis8797      7.4                 
Vardenis8798        Pavardenis8798      7.64                
Vardenis8799        Pavardenis8799      8.16                
Vardenis8800        Pavardenis8800      4.84                
Vardenis8801        Pavardenis8801      5.52                
Vardenis8802        Pavardenis8802      6.48                
Vardenis8803        Pavardenis8803      6.12                
Vardenis8804        Pavardenis8804      7.24                
Vardenis8805        Pavardenis8805      3.84                
Vardenis8806        Pavardenis8806      5.8                 
Vardenis8807        Pavardenis8807      3.32                
Vardenis8808        Pavardenis8808      2.12                
Vardenis8809        Pavardenis8809      3.28                
Vardenis8810        Pavardenis8810      8.4                 
Vardenis8811        Pavardenis8811      6.8                 
Vardenis8812        Pavardenis8812      6.96                
Vardenis8813        Pavardenis8813      4.28                
Vardenis8814        Pavardenis8814      8.08                
Vardenis8815        Pavardenis8815      6                   
Vardenis8816        Pavardenis8816      7.68                
Vardenis8817        Pavardenis8817      3.6                 
Vardenis8818        Pavardenis8818      7.04                
Vardenis8819        Pavardenis8819      3.2                 
Vardenis8820        Pavardenis8820      6.44                
Vardenis8821        Pavardenis8821      2.84                
Vardenis8822        Pavardenis8822      2.84                
Vardenis8823        Pavardenis8823      5.44                
Vardenis8824        Pavardenis8824      7                   
Vardenis8825        Pavardenis8825      5.32                
Vardenis8826        Pavardenis8826      4.2                 
Vardenis8827        Pavardenis8827      6.52                
Vardenis8828        Pavardenis8828      4.08                
Vardenis8829        Pavardenis8829      6.44                
Vardenis8830        Pavardenis8830      5.76                
Vardenis8831        Pavardenis8831      3.52                
Vardenis8832        Pavardenis8832      7.92                
Vardenis8833        Pavardenis8833      5.6                 
Vardenis8834        Pavardenis8834      3.96                
Vardenis8835        Pavardenis8835      4.28                
Vardenis8836        Pavardenis8836      4.2                 
Vardenis8837        Pavardenis8837      3.08                
Vardenis8838        Pavardenis8838      5.2                 
Vardenis8839        Pavardenis8839      2.2                 
Vardenis8840        Pavardenis8840      5.52                
Vardenis8841        Pavardenis8841      4.48                
Vardenis8842        Pavardenis8842      3.12                
Vardenis8843        Pavardenis8843      6.44                
Vardenis8844        Pavardenis8844      4.36                
Vardenis8845        Pavardenis8845      8.4                 
Vardenis8846        Pavardenis8846      6.28                
Vardenis8847        Pavardenis8847      8.28                
Vardenis8848        Pavardenis8848      2.96                
Vardenis8849        Pavardenis8849      7.4                 
Vardenis8850        Pavardenis8850      3.72                
Vardenis8851        Pavardenis8851      7.08                
Vardenis8852        Pavardenis8852      4.6                 
Vardenis8853        Pavardenis8853      3.8                 
Vardenis8854        Pavardenis8854      8.32                
Vardenis8855        Pavardenis8855      3.88                
Vardenis8856        Pavardenis8856      7.24                
Vardenis8857        Pavardenis8857      8.16                
Vardenis8858        Pavardenis8858      2.92                
Vardenis8859        Pavardenis8859      3.16                
Vardenis8860        Pavardenis8860      5.8                 
Vardenis8861        Pavardenis8861      3.08                
Vardenis8862        Pavardenis8862      5.8                 
Vardenis8863        Pavardenis8863      5.52                
Vardenis8864        Pavardenis8864      6.4                 
Vardenis8865        Pavardenis8865      4.72                
Vardenis8866        Pavardenis8866      3.8                 
Vardenis8867        Pavardenis8867      4.48                
Vardenis8868        Pavardenis8868      6.32                
Vardenis8869        Pavardenis8869      6                   
Vardenis8870        Pavardenis8870      4.04                
Vardenis8871        Pavardenis8871      5.96                
Vardenis8872        Pavardenis8872      6.48                
Vardenis8873        Pavardenis8873      2.92                
Vardenis8874        Pavardenis8874      6.72                
Vardenis8875        Pavardenis8875      7.08                
Vardenis8876        Pavardenis8876      4.76                
Vardenis8877        Pavardenis8877      3.88                
Vardenis8878        Pavardenis8878      4.48                
Vardenis8879        Pavardenis8879      6.04                
Vardenis8880        Pavardenis8880      8.2                 
Vardenis8881        Pavardenis8881      6.04                
Vardenis8882        Pavardenis8882      3.8                 
Vardenis8883        Pavardenis8883      5.96                
Vardenis8884        Pavardenis8884      3.04                
Vardenis8885        Pavardenis8885      4.36                
Vardenis8886        Pavardenis8886      5.52                
Vardenis8887        Pavardenis8887      4.32                
Vardenis8888        Pavardenis8888      5.04                
Vardenis8889        Pavardenis8889      8.72                
Vardenis8890        Pavardenis8890      9.6                 
Vardenis8891        Pavardenis8891      6.84                
Vardenis8892        Pavardenis8892      5.32                
Vardenis8893        Pavardenis8893      6.16                
Vardenis8894        Pavardenis8894      5.8                 
Vardenis8895        Pavardenis8895      5.64                
Vardenis8896        Pavardenis8896      5.64                
Vardenis8897        Pavardenis8897      7.12                
Vardenis8898        Pavardenis8898      5.4                 
Vardenis8899        Pavardenis8899      6.64                
Vardenis8900        Pavardenis8900      4.6                 
Vardenis8901        Pavardenis8901      6.68                
Vardenis8902        Pavardenis8902      7.92                
Vardenis8903        Pavardenis8903      5.16                
Vardenis8904        Pavardenis8904      8.24                
Vardenis8905        Pavardenis8905      7.04                
Vardenis8906        Pavardenis8906      3.8                 
Vardenis8907        Pavardenis8907      3.52                
Vardenis8908        Pavardenis8908      5.44                
Vardenis8909        Pavardenis8909      6.68                
Vardenis8910        Pavardenis8910      5.16                
Vardenis8911        Pavardenis8911      4.24                
Vardenis8912        Pavardenis8912      7.04                
Vardenis8913        Pavardenis8913      8.32                
Vardenis8914        Pavardenis8914      7.08                
Vardenis8915        Pavardenis8915      5.6                 
Vardenis8916        Pavardenis8916      6.68                
Vardenis8917        Pavardenis8917      3.8                 
Vardenis8918        Pavardenis8918      8.12                
Vardenis8919        Pavardenis8919      8.16                
Vardenis8920        Pavardenis8920      5.6                 
Vardenis8921        Pavardenis8921      4.8                 
Vardenis8922        Pavardenis8922      3.24                
Vardenis8923        Pavardenis8923      5.6                 
Vardenis8924        Pavardenis8924      6.6                 
Vardenis8925        Pavardenis8925      3.32                
Vardenis8926        Pavardenis8926      6.88                
Vardenis8927        Pavardenis8927      3.76                
Vardenis8928        Pavardenis8928      6.08                
Vardenis8929        Pavardenis8929      4.76                
Vardenis8930        Pavardenis8930      5.72                
Vardenis8931        Pavardenis8931      4.96                
Vardenis8932        Pavardenis8932      7.12                
Vardenis8933        Pavardenis8933      7.6                 
Vardenis8934        Pavardenis8934      3.68                
Vardenis8935        Pavardenis8935      8.32                
Vardenis8936        Pavardenis8936      8.16                
Vardenis8937        Pavardenis8937      6.12                
Vardenis8938        Pavardenis8938      2.96                
Vardenis8939        Pavardenis8939      5.92                
Vardenis8940        Pavardenis8940      3.12                
Vardenis8941        Pavardenis8941      6.84                
Vardenis8942        Pavardenis8942      3.48                
Vardenis8943        Pavardenis8943      7.12                
Vardenis8944        Pavardenis8944      8.44                
Vardenis8945        Pavardenis8945      3.44                
Vardenis8946        Pavardenis8946      2.92                
Vardenis8947        Pavardenis8947      4.08                
Vardenis8948        Pavardenis8948      4.56                
Vardenis8949        Pavardenis8949      4                   
Vardenis8950        Pavardenis8950      6.76                
Vardenis8951        Pavardenis8951      4.68                
Vardenis8952        Pavardenis8952      2.8                 
Vardenis8953        Pavardenis8953      7.12                
Vardenis8954        Pavardenis8954      3.48                
Vardenis8955        Pavardenis8955      8.2                 
Vardenis8956        Pavardenis8956      2.68                
Vardenis8957        Pavardenis8957      4.08                
Vardenis8958        Pavardenis8958      4.4                 
Vardenis8959        Pavardenis8959      6.28                
Vardenis8960        Pavardenis8960      3                   
Vardenis8961        Pavardenis8961      6.32                
Vardenis8962        Pavardenis8962      3.96                
Vardenis8963        Pavardenis8963      5.04                
Vardenis8964        Pavardenis8964      7                   
Vardenis8965        Pavardenis8965      5.04                
Vardenis8966        Pavardenis8966      4.24                
Vardenis8967        Pavardenis8967      3.44                
Vardenis8968        Pavardenis8968      6.72                
Vardenis8969        Pavardenis8969      6.08                
Vardenis8970        Pavardenis8970      7.92                
Vardenis8971        Pavardenis8971      7.12                
Vardenis8972        Pavardenis8972      4.2                 
Vardenis8973        Pavardenis8973      7.64                
Vardenis8974        Pavardenis8974      4.92                
Vardenis8975        Pavardenis8975      7.8                 
Vardenis8976        Pavardenis8976      2.56                
Vardenis8977        Pavardenis8977      8.96                
Vardenis8978        Pavardenis8978      8.16                
Vardenis8979        Pavardenis8979      5.48                
Vardenis8980        Pavardenis8980      1.8                 
Vardenis8981        Pavardenis8981      2.64                
Vardenis8982        Pavardenis8982      7.56                
Vardenis8983        Pavardenis8983      6.28                
Vardenis8984        Pavardenis8984      7.96                
Vardenis8985        Pavardenis8985      5.32                
Vardenis8986        Pavardenis8986      6.84                
Vardenis8987        Pavardenis8987      3.28                
Vardenis8988        Pavardenis8988      5.84                
Vardenis8989        Pavardenis8989      7.96                
Vardenis8990        Pavardenis8990      8.4                 
Vardenis8991        Pavardenis8991      6.16                
Vardenis8992        Pavardenis8992      5.32                
Vardenis8993        Pavardenis8993      2.84                
Vardenis8994        Pavardenis8994      6                   
Vardenis8995        Pavardenis8995      7.24                
Vardenis8996        Pavardenis8996      2.52                
Vardenis8997        Pavardenis8997      5.36                
Vardenis8998        Pavardenis8998      8.64                
Vardenis8999        Pavardenis8999      2.6                 
Vardenis9000        Pavardenis9000      2.36                
Vardenis9001        Pavardenis9001      7.92                
Vardenis9002        Pavardenis9002      5.08                
Vardenis9003        Pavardenis9003      6                   
Vardenis9004        Pavardenis9004      6.52                
Vardenis9005        Pavardenis9005      5.16                
Vardenis9006        Pavardenis9006      5.32                
Vardenis9007        Pavardenis9007      2.52                
Vardenis9008        Pavardenis9008      3.36                
Vardenis9009        Pavardenis9009      7.6                 
Vardenis9010        Pavardenis9010      3.36                
Vardenis9011        Pavardenis9011      4.28                
Vardenis9012        Pavardenis9012      5.16                
Vardenis9013        Pavardenis9013      4.2                 
Vardenis9014        Pavardenis9014      2.84                
Vardenis9015        Pavardenis9015      2.68                
Vardenis9016        Pavardenis9016      2.04                
Vardenis9017        Pavardenis9017      8.48                
Vardenis9018        Pavardenis9018      5.36                
Vardenis9019        Pavardenis9019      6.52                
Vardenis9020        Pavardenis9020      7.36                
Vardenis9021        Pavardenis9021      4.28                
Vardenis9022        Pavardenis9022      8.6                 
Vardenis9023        Pavardenis9023      5.6                 
Vardenis9024        Pavardenis9024      4.08                
Vardenis9025        Pavardenis9025      6.88                
Vardenis9026        Pavardenis9026      3.4                 
Vardenis9027        Pavardenis9027      6.96                
Vardenis9028        Pavardenis9028      7.68                
Vardenis9029        Pavardenis9029      6.08                
Vardenis9030        Pavardenis9030      6.72                
Vardenis9031        Pavardenis9031      4.8                 
Vardenis9032        Pavardenis9032      5.64                
Vardenis9033        Pavardenis9033      6.8                 
Vardenis9034        Pavardenis9034      7.36                
Vardenis9035        Pavardenis9035      4.16                
Vardenis9036        Pavardenis9036      9.28                
Vardenis9037        Pavardenis9037      7.68                
Vardenis9038        Pavardenis9038      7.28                
Vardenis9039        Pavardenis9039      8.32                
Vardenis9040        Pavardenis9040      3.92                
Vardenis9041        Pavardenis9041      4.16                
Vardenis9042        Pavardenis9042      6.72                
Vardenis9043        Pavardenis9043      4.92                
Vardenis9044        Pavardenis9044      5.24                
Vardenis9045        Pavardenis9045      7.32                
Vardenis9046        Pavardenis9046      6.08                
Vardenis9047        Pavardenis9047      7.08                
Vardenis9048        Pavardenis9048      5.44                
Vardenis9049        Pavardenis9049      4.2                 
Vardenis9050        Pavardenis9050      3.08                
Vardenis9051        Pavardenis9051      4.76                
Vardenis9052        Pavardenis9052      4.04                
Vardenis9053        Pavardenis9053      5.28                
Vardenis9054        Pavardenis9054      5.32                
Vardenis9055        Pavardenis9055      4.84                
Vardenis9056        Pavardenis9056      7.2                 
Vardenis9057        Pavardenis9057      7.52                
Vardenis9058        Pavardenis9058      4.88                
Vardenis9059        Pavardenis9059      7.4                 
Vardenis9060        Pavardenis9060      7.44                
Vardenis9061        Pavardenis9061      4.4                 
Vardenis9062        Pavardenis9062      2.92                
Vardenis9063        Pavardenis9063      6.32                
Vardenis9064        Pavardenis9064      7.52                
Vardenis9065        Pavardenis9065      8                   
Vardenis9066        Pavardenis9066      7.24                
Vardenis9067        Pavardenis9067      6.92                
Vardenis9068        Pavardenis9068      7                   
Vardenis9069        Pavardenis9069      7.8                 
Vardenis9070        Pavardenis9070      5.56                
Vardenis9071        Pavardenis9071      5.4                 
Vardenis9072        Pavardenis9072      9.12                
Vardenis9073        Pavardenis9073      8.04                
Vardenis9074        Pavardenis9074      6.52                
Vardenis9075        Pavardenis9075      5.56                
Vardenis9076        Pavardenis9076      5.24                
Vardenis9077        Pavardenis9077      5.68                
Vardenis9078        Pavardenis9078      6.24                
Vardenis9079        Pavardenis9079      6.64                
Vardenis9080        Pavardenis9080      5.92                
Vardenis9081        Pavardenis9081      4.72                
Vardenis9082        Pavardenis9082      8.28                
Vardenis9083        Pavardenis9083      8                   
Vardenis9084        Pavardenis9084      5.6                 
Vardenis9085        Pavardenis9085      7.68                
Vardenis9086        Pavardenis9086      3.44                
Vardenis9087        Pavardenis9087      5.4                 
Vardenis9088        Pavardenis9088      3.64                
Vardenis9089        Pavardenis9089      5                   
Vardenis9090        Pavardenis9090      8.04                
Vardenis9091        Pavardenis9091      6.24                
Vardenis9092        Pavardenis9092      3.08                
Vardenis9093        Pavardenis9093      5.24                
Vardenis9094        Pavardenis9094      2.56                
Vardenis9095        Pavardenis9095      6.12                
Vardenis9096        Pavardenis9096      7.6                 
Vardenis9097        Pavardenis9097      8.24                
Vardenis9098        Pavardenis9098      4.72                
Vardenis9099        Pavardenis9099      3.84                
Vardenis9100        Pavardenis9100      5                   
Vardenis9101        Pavardenis9101      5.04                
Vardenis9102        Pavardenis9102      6.08                
Vardenis9103        Pavardenis9103      4                   
Vardenis9104        Pavardenis9104      3.28                
Vardenis9105        Pavardenis9105      7.28                
Vardenis9106        Pavardenis9106      4.08                
Vardenis9107        Pavardenis9107      7.08                
Vardenis9108        Pavardenis9108      3.08                
Vardenis9109        Pavardenis9109      7.28                
Vardenis9110        Pavardenis9110      4.56                
Vardenis9111        Pavardenis9111      3.6                 
Vardenis9112        Pavardenis9112      6.44                
Vardenis9113        Pavardenis9113      8.72                
Vardenis9114        Pavardenis9114      9.12                
Vardenis9115        Pavardenis9115      5.96                
Vardenis9116        Pavardenis9116      8.08                
Vardenis9117        Pavardenis9117      7.4                 
Vardenis9118        Pavardenis9118      8.2                 
Vardenis9119        Pavardenis9119      6.96                
Vardenis9120        Pavardenis9120      7.08                
Vardenis9121        Pavardenis9121      6.16                
Vardenis9122        Pavardenis9122      7                   
Vardenis9123        Pavardenis9123      4.72                
Vardenis9124        Pavardenis9124      4.36                
Vardenis9125        Pavardenis9125      6.64                
Vardenis9126        Pavardenis9126      7.88                
Vardenis9127        Pavardenis9127      4.36                
Vardenis9128        Pavardenis9128      2.52                
Vardenis9129        Pavardenis9129      6.76                
Vardenis9130        Pavardenis9130      5.6                 
Vardenis9131        Pavardenis9131      7.56                
Vardenis9132        Pavardenis9132      3.52                
Vardenis9133        Pavardenis9133      5.52                
Vardenis9134        Pavardenis9134      3.24                
Vardenis9135        Pavardenis9135      4.84                
Vardenis9136        Pavardenis9136      6.44                
Vardenis9137        Pavardenis9137      6.84                
Vardenis9138        Pavardenis9138      6.32                
Vardenis9139        Pavardenis9139      6                   
Vardenis9140        Pavardenis9140      4.4                 
Vardenis9141        Pavardenis9141      5.04                
Vardenis9142        Pavardenis9142      6.28                
Vardenis9143        Pavardenis9143      5.4                 
Vardenis9144        Pavardenis9144      3.32                
Vardenis9145        Pavardenis9145      2.76                
Vardenis9146        Pavardenis9146      6                   
Vardenis9147        Pavardenis9147      4.92                
Vardenis9148        Pavardenis9148      8.88                
Vardenis9149        Pavardenis9149      3.32                
Vardenis9150        Pavardenis9150      4.88                
Vardenis9151        Pavardenis9151      3.6                 
Vardenis9152        Pavardenis9152      5.76                
Vardenis9153        Pavardenis9153      7.2                 
Vardenis9154        Pavardenis9154      2.92                
Vardenis9155        Pavardenis9155      7.52                
Vardenis9156        Pavardenis9156      9.04                
Vardenis9157        Pavardenis9157      2.6                 
Vardenis9158        Pavardenis9158      3.8                 
Vardenis9159        Pavardenis9159      4.68                
Vardenis9160        Pavardenis9160      5.48                
Vardenis9161        Pavardenis9161      6.8                 
Vardenis9162        Pavardenis9162      7.68                
Vardenis9163        Pavardenis9163      4.16                
Vardenis9164        Pavardenis9164      2.72                
Vardenis9165        Pavardenis9165      3.08                
Vardenis9166        Pavardenis9166      2.48                
Vardenis9167        Pavardenis9167      6.52                
Vardenis9168        Pavardenis9168      4.96                
Vardenis9169        Pavardenis9169      7.4                 
Vardenis9170        Pavardenis9170      8.64                
Vardenis9171        Pavardenis9171      6.6                 
Vardenis9172        Pavardenis9172      6.28                
Vardenis9173        Pavardenis9173      4.24                
Vardenis9174        Pavardenis9174      3.68                
Vardenis9175        Pavardenis9175      3.64                
Vardenis9176        Pavardenis9176      7.56                
Vardenis9177        Pavardenis9177      5.88                
Vardenis9178        Pavardenis9178      5.12                
Vardenis9179        Pavardenis9179      6.84                
Vardenis9180        Pavardenis9180      6.64                
Vardenis9181        Pavardenis9181      3.52                
Vardenis9182        Pavardenis9182      5.68                
Vardenis9183        Pavardenis9183      3.08                
Vardenis9184        Pavardenis9184      6.6                 
Vardenis9185        Pavardenis9185      6.4                 
Vardenis9186        Pavardenis9186      3.48                
Vardenis9187        Pavardenis9187      8.32                
Vardenis9188        Pavardenis9188      4.92                
Vardenis9189        Pavardenis9189      3.28                
Vardenis9190        Pavardenis9190      4.24                
Vardenis9191        Pavardenis9191      4                   
Vardenis9192        Pavardenis9192      7.48                
Vardenis9193        Pavardenis9193      6.76                
Vardenis9194        Pavardenis9194      7.12                
Vardenis9195        Pavardenis9195      8.16                
Vardenis9196        Pavardenis9196      8.24                
Vardenis9197        Pavardenis9197      5.88                
Vardenis9198        Pavardenis9198      3.28                
Vardenis9199        Pavardenis9199      4.04                
Vardenis9200        Pavardenis9200      5.16                
Vardenis9201        Pavardenis9201      5.48                
Vardenis9202        Pavardenis9202      7.92                
Vardenis9203        Pavardenis9203      4.72                
Vardenis9204        Pavardenis9204      5.84                
Vardenis9205        Pavardenis9205      3.32                
Vardenis9206        Pavardenis9206      8.48                
Vardenis9207        Pavardenis9207      7.6                 
Vardenis9208        Pavardenis9208      3.88                
Vardenis9209        Pavardenis9209      3.68                
Vardenis9210        Pavardenis9210      5.52                
Vardenis9211        Pavardenis9211      3.92                
Vardenis9212        Pavardenis9212      5.92                
Vardenis9213        Pavardenis9213      4.04                
Vardenis9214        Pavardenis9214      3.92                
Vardenis9215        Pavardenis9215      4.72                
Vardenis9216        Pavardenis9216      7.44                
Vardenis9217        Pavardenis9217      7.4                 
Vardenis9218        Pavardenis9218      6.4                 
Vardenis9219        Pavardenis9219      5.2                 
Vardenis9220        Pavardenis9220      7.36                
Vardenis9221        Pavardenis9221      8.48                
Vardenis9222        Pavardenis9222      4.48                
Vardenis9223        Pavardenis9223      6.72                
Vardenis9224        Pavardenis9224      7.48                
Vardenis9225        Pavardenis9225      7.16                
Vardenis9226        Pavardenis9226      3.96                
Vardenis9227        Pavardenis9227      5.52                
Vardenis9228        Pavardenis9228      4.16                
Vardenis9229        Pavardenis9229      4.4                 
Vardenis9230        Pavardenis9230      6.08                
Vardenis9231        Pavardenis9231      4.76                
Vardenis9232        Pavardenis9232      4.72                
Vardenis9233        Pavardenis9233      7.96                
Vardenis9234        Pavardenis9234      7.64                
Vardenis9235        Pavardenis9235      8.64                
Vardenis9236        Pavardenis9236      3.08                
Vardenis9237        Pavardenis9237      3.64                
Vardenis9238        Pavardenis9238      6.48                
Vardenis9239        Pavardenis9239      7.52                
Vardenis9240        Pavardenis9240      3.64                
Vardenis9241        Pavardenis9241      6.72                
Vardenis9242        Pavardenis9242      4.2                 
Vardenis9243        Pavardenis9243      6.2                 
Vardenis9244        Pavardenis9244      3.36                
Vardenis9245        Pavardenis9245      2.48                
Vardenis9246        Pavardenis9246      4                   
Vardenis9247        Pavardenis9247      5.6                 
Vardenis9248        Pavardenis9248      6.84                
Vardenis9249        Pavardenis9249      3.84                
Vardenis9250        Pavardenis9250      4.4                 
Vardenis9251        Pavardenis9251      4.68                
Vardenis9252        Pavardenis9252      5.2                 
Vardenis9253        Pavardenis9253      3.04                
Vardenis9254        Pavardenis9254      5.68                
Vardenis9255        Pavardenis9255      6.84                
Vardenis9256        Pavardenis9256      8.8                 
Vardenis9257        Pavardenis9257      3.12                
Vardenis9258        Pavardenis9258      4.2                 
Vardenis9259        Pavardenis9259      3.68                
Vardenis9260        Pavardenis9260      7.48                
Vardenis9261        Pavardenis9261      5.92                
Vardenis9262        Pavardenis9262      5.6                 
Vardenis9263        Pavardenis9263      5.44                
Vardenis9264        Pavardenis9264      3.2                 
Vardenis9265        Pavardenis9265      2.68                
Vardenis9266        Pavardenis9266      5.36                
Vardenis9267        Pavardenis9267      5.44                
Vardenis9268        Pavardenis9268      6.44                
Vardenis9269        Pavardenis9269      3.76                
Vardenis9270        Pavardenis9270      4                   
Vardenis9271        Pavardenis9271      6.8                 
Vardenis9272        Pavardenis9272      8.16                
Vardenis9273        Pavardenis9273      6.52                
Vardenis9274        Pavardenis9274      5.36                
Vardenis9275        Pavardenis9275      4.84                
Vardenis9276        Pavardenis9276      5.08                
Vardenis9277        Pavardenis9277      7.36                
Vardenis9278        Pavardenis9278      7.36                
Vardenis9279        Pavardenis9279      3                   
Vardenis9280        Pavardenis9280      2.36                
Vardenis9281        Pavardenis9281      3.36                
Vardenis9282        Pavardenis9282      6.52                
Vardenis9283        Pavardenis9283      6.4                 
Vardenis9284        Pavardenis9284      4.8                 
Vardenis9285        Pavardenis9285      8.16                
Vardenis9286        Pavardenis9286      7.32                
Vardenis9287        Pavardenis9287      8.24                
Vardenis9288        Pavardenis9288      3.4                 
Vardenis9289        Pavardenis9289      4.8                 
Vardenis9290        Pavardenis9290      8.32                
Vardenis9291        Pavardenis9291      6                   
Vardenis9292        Pavardenis9292      4.88                
Vardenis9293        Pavardenis9293      4.2                 
Vardenis9294        Pavardenis9294      4.44                
Vardenis9295        Pavardenis9295      6.4                 
Vardenis9296        Pavardenis9296      6.96                
Vardenis9297        Pavardenis9297      5.24                
Vardenis9298        Pavardenis9298      2.44                
Vardenis9299        Pavardenis9299      9.2                 
Vardenis9300        Pavardenis9300      3.96                
Vardenis9301        Pavardenis9301      8.96                
Vardenis9302        Pavardenis9302      6.52                
Vardenis9303        Pavardenis9303      7.52                
Vardenis9304        Pavardenis9304      7                   
Vardenis9305        Pavardenis9305      4                   
Vardenis9306        Pavardenis9306      3.72                
Vardenis9307        Pavardenis9307      3.44                
Vardenis9308        Pavardenis9308      7.68                
Vardenis9309        Pavardenis9309      5.76                
Vardenis9310        Pavardenis9310      4.52                
Vardenis9311        Pavardenis9311      4.36                
Vardenis9312        Pavardenis9312      3.96                
Vardenis9313        Pavardenis9313      5.32                
Vardenis9314        Pavardenis9314      8.48                
Vardenis9315        Pavardenis9315      3.8                 
Vardenis9316        Pavardenis9316      3.36                
Vardenis9317        Pavardenis9317      5.44                
Vardenis9318        Pavardenis9318      7.88                
Vardenis9319        Pavardenis9319      8.56                
Vardenis9320        Pavardenis9320      5.44                
Vardenis9321        Pavardenis9321      8.16                
Vardenis9322        Pavardenis9322      5.72                
Vardenis9323        Pavardenis9323      3.4                 
Vardenis9324        Pavardenis9324      6.68                
Vardenis9325        Pavardenis9325      8.24                
Vardenis9326        Pavardenis9326      7.64                
Vardenis9327        Pavardenis9327      4.52                
Vardenis9328        Pavardenis9328      7.2                 
Vardenis9329        Pavardenis9329      5.52                
Vardenis9330        Pavardenis9330      5.44                
Vardenis9331        Pavardenis9331      6.88                
Vardenis9332        Pavardenis9332      2.92                
Vardenis9333        Pavardenis9333      4.68                
Vardenis9334        Pavardenis9334      5.6                 
Vardenis9335        Pavardenis9335      2.12                
Vardenis9336        Pavardenis9336      2.56                
Vardenis9337        Pavardenis9337      6.6                 
Vardenis9338        Pavardenis9338      6.72                
Vardenis9339        Pavardenis9339      6.8                 
Vardenis9340        Pavardenis9340      3.72                
Vardenis9341        Pavardenis9341      3.36                
Vardenis9342        Pavardenis9342      7.52                
Vardenis9343        Pavardenis9343      6.92                
Vardenis9344        Pavardenis9344      2.76                
Vardenis9345        Pavardenis9345      2.68                
Vardenis9346        Pavardenis9346      5.36                
Vardenis9347        Pavardenis9347      7.44                
Vardenis9348        Pavardenis9348      6.08                
Vardenis9349        Pavardenis9349      4.04                
Vardenis9350        Pavardenis9350      3.6                 
Vardenis9351        Pavardenis9351      5.56                
Vardenis9352        Pavardenis9352      3                   
Vardenis9353        Pavardenis9353      5.48                
Vardenis9354        Pavardenis9354      8.12                
Vardenis9355        Pavardenis9355      8.88                
Vardenis9356        Pavardenis9356      4.16                
Vardenis9357        Pavardenis9357      3.32                
Vardenis9358        Pavardenis9358      8.24                
Vardenis9359        Pavardenis9359      6.08                
Vardenis9360        Pavardenis9360      4.8                 
Vardenis9361        Pavardenis9361      4.28                
Vardenis9362        Pavardenis9362      7.72                
Vardenis9363        Pavardenis9363      7.92                
Vardenis9364        Pavardenis9364      4.4                 
